"cursor";200035.000000;75.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"ellipse";200035.000000;100.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"ellipseLimited";200035.000000;125.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"rectangle";200035.000000;150.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"rectangleLimited";200035.000000;175.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"sphere";200035.000000;200.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"sphereNoGround";200035.000000;225.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"test_ad_quarry01";200060.000000;50.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"test_dam01";200060.000000;75.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"test_reservoir01";200060.000000;100.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"test_swamp01";200060.000000;125.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"test_wf_lower";200060.000000;150.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"test_wf_upper";200060.000000;175.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"water_tile";200060.000000;200.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"horizon";200085.000000;50.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"skydome";200085.000000;75.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"SatelliteDish";200085.000000;100.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"arrow_left";200085.000000;125.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"arrow_right";200085.000000;150.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"arrow_stright";200085.000000;175.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"arrow_strleft";200085.000000;200.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"arrow_strright";200085.000000;225.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"giveway";200085.000000;250.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"RD_BusStop";200085.000000;275.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"RD_KeepClear";200085.000000;300.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"RD_LineC_15deg";200085.000000;325.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"RD_LineC_45deg";200085.000000;350.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"RD_LineC_90deg";200085.000000;375.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"RD_Line_10m";200085.000000;400.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"RD_Line_2m";200085.000000;425.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"RD_Line_5m";200085.000000;450.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"RD_Stop";200085.000000;475.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"RD_Taxi";200085.000000;500.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"road_crossing";200085.000000;525.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"Sign_Arrow_Direction_F";200110.000000;50.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"Sign_Arrow_F";200110.000000;75.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"Sign_Arrow_Large_F";200110.000000;100.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"Sign_Circle_F";200110.000000;125.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"Sign_Pointer_F";200110.000000;150.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"Sign_sphere100cm_F";200110.000000;175.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"Sign_sphere10cm_F";200110.000000;200.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"Sign_sphere25cm_F";200110.000000;225.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"usertexture10m";200110.000000;250.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"usertexture1m";200110.000000;275.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"leaflet_IDAP_f";200135.000000;50.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"leaflet_oreokastro_f";200135.000000;75.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"bw_SetBig_Brains_F";200160.000000;50.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"bw_SetBig_corals_F";200160.000000;75.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"bw_SetBig_TubeG_F";200160.000000;100.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"bw_SetBig_TubeY_F";200160.000000;125.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"bw_SetSmall_Brains_F";200160.000000;150.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"bw_SetSmall_TubeG_F";200160.000000;175.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"bw_SetSmall_TubeY_F";200160.000000;200.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"b_ArundoD2s_F";200160.000000;225.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"b_ArundoD3s_F";200160.000000;250.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"b_FicusC1s_F";200160.000000;275.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"b_ficusC2d_F";200160.000000;300.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"b_FicusC2s_F";200160.000000;325.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"b_NeriumO2d_F";200160.000000;350.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"b_NeriumO2s_F";200160.000000;375.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"b_NeriumO2s_white_F";200160.000000;400.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"b_Thistle_Thorn_Green";200160.000000;425.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"c_bigFallenBranches_pine";200185.000000;50.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"c_bigFallenBranches_pine02";200185.000000;75.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"c_bigFallenBranches_pine03";200185.000000;100.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"c_BranchBig";200185.000000;125.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"c_Carduus";200185.000000;150.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"c_Coral1";200185.000000;175.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"c_Coral2";200185.000000;200.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"c_Coral3";200185.000000;225.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"c_Coral4";200185.000000;250.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"c_Coral5";200185.000000;275.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"c_Corals_set_t";200185.000000;300.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"c_Coral_brain";200185.000000;325.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
"c_Coral_brain_flat1";200185.000000;350.000000;0.000000;0.000000;0.000000;1.000000;0.000000;
